link,description,level
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%a6%e3%82%82%e3%81%84%e3%81%84-naku-temo-ii-meaning/,なくてもいい,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%af%e3%81%aa%e3%81%84-naku-wa-nai-meaning/,なくはない / なくもない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%a1%e3%82%83-%e3%83%80%e3%83%a1-nakucha-dame-meaning/,なくちゃ,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%97%e3%81%a6%e3%81%af-nakushite-wa-meaning/,なくしては,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%a6%e6%b8%88%e3%82%80-nakute-sumu-meaning/,なくて済む（なくてすむ）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%a6%e3%81%af%e3%81%84%e3%81%91%e3%81%aa%e3%81%84-nakute-wa-ikenai-meaning/,なくてはいけない,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%a6%e3%81%af%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-nakute-wa-naranai-meaning/,なくてはならない,N5
https://jlptsensei.com/learn-japanese-grammar/%e4%b8%a6%e3%81%bf-%e3%81%aa%e3%81%bf-nami-meaning/,並み（なみ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%ab%e3%82%82%ef%bd%9e%e3%81%aa%e3%81%84-nanimonai-meaning/,何も～ない（なにも～ない）,N2
https://jlptsensei.com/learn-japanese-grammar/%e4%bd%95%e3%81%97%e3%82%8d-%e3%81%aa%e3%81%ab%e3%81%97%e3%82%8d-nani-shiro-meaning/,何しろ（なにしろ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%93%e3%81%8b-nanka-%e3%81%aa%e3%82%93%e3%81%a8-nante-%e3%81%aa%e3%81%a9-nado-meaning/,なんか / なんて / など,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8a-nao-meaning/,なお,N2
https://jlptsensei.com/learn-japanese-grammar/%e7%9b%b4%e3%81%99-%e3%81%aa%e3%81%8a%e3%81%99-naosu-meaning/,直す（なおす）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%89-nara-meaning/,なら,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%89%e3%81%a7%e3%81%af-nara-dewa-meaning/,ならでは,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%89%e3%81%84%e3%81%96%e3%81%97%e3%82%89%e3%81%9a-%e3%81%af%e3%81%84%e3%81%96%e3%81%97%e3%82%89%e3%81%9a-nara-iza-shirazu-meaning/,ならいざしらず / はいざしらず,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8a-nari-meaning/,なり,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8a%e3%81%ab-%e3%81%aa%e3%82%8a%e3%81%ae-nari-ni-nari-no-meaning/,なりに / なりの,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8a%e3%81%a8%e3%82%82-nari-tomo-meaning/,なりとも,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8a%ef%bd%9e%e3%81%aa%e3%82%8a-narinari-meaning/,なり～なり,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8b-naru-meaning/,なる,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%8b%e3%81%b9%e3%81%8f-naru-beku-meaning/,なるべく,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%95%e3%81%84-nasai-meaning/,なさい,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%95%e3%82%8b-nasaru-%e3%81%aa%e3%81%95%e3%81%84%e3%81%be%e3%81%99-meaning/,なさる,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%97%e3%81%ab-%e3%81%aa%e3%81%97%e3%81%a7-nashi-ni-nashi-de-meaning/,なしに / なしで,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%9c%e3%81%aa%e3%82%89-nazenara-meaning/,なぜなら,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%a0%e3%81%a3%e3%81%a6-n-datte-tte-meaning/,んだって,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%a7%e3%81%99-ndesu-%e3%82%93%e3%81%a0-nda-meaning/,んです,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ad-ne-particle-meaning/,ね,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ad%e3%81%b0%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-neba-naranai-meaning/,ねばならない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab-ni-destination-particle-meaning/,に,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%80%a4%e3%81%99%e3%82%8b-%e3%81%ab%e3%81%82%e3%81%9f%e3%81%84%e3%81%99%e3%82%8b-ni-atai-suru-meaning/,に値する（にあたいする）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%82%e3%81%9f%e3%81%a3%e3%81%a6-ni-atatte-meaning/,にあたって,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%82%e3%81%a3%e3%81%a6-ni-atte-meaning/,にあって,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%81%95%e3%81%84%e3%81%aa%e3%81%84-ni-chigai-nai-meaning/,に違いない（にちがいない）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%8f%8d%e3%81%97%e3%81%a6-ni-hanshite-meaning/,に反して（にはんして）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%bc%95%e3%81%8d%e6%8f%9b%e3%81%88-%e3%81%ab%e3%81%b2%e3%81%8d%e3%81%8b%e3%81%88-ni-hikikae-meaning/,に引き換え（にひきかえ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%bb%e3%81%8b%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-ni-hoka-naranai-meaning/,にほかならない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%97%e3%81%ab%e3%81%84%e3%81%8f-ni-iku-meaning/,にいく,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%87%b3%e3%82%8b-%e3%81%ab%e8%87%b3%e3%81%a3%e3%81%9f-%e3%81%84%e3%81%9f%e3%82%8b-%e3%81%84%e3%81%9f%e3%81%a3%e3%81%9f-ni-itaru-ni-itatta-meaning/,に至る / に至った（にいたる / にいたった）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%87%b3%e3%82%8b%e3%81%be%e3%81%a7-%e3%81%ab%e3%81%84%e3%81%9f%e3%82%8b%e3%81%be%e3%81%a7-ni-itaru-made-meaning/,に至るまで（にいたるまで）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%a8%80%e3%82%8f%e3%81%9b%e3%82%8c%e3%81%b0-ni-iwasereba-meaning/,に言わせれば,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%99%90%e3%82%89%e3%81%9a-ni-kagirazu-meaning/,に限らず（にかぎらず）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%99%90%e3%82%8b-ni-kagiru-meaning/,に限る（にかぎる）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%99%90%e3%81%a3%e3%81%9f%e3%81%93%e3%81%a8%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-ni-kagitta-koto-de-wa-nai-meaning/,に限ったことではない,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%99%90%e3%81%a3%e3%81%a6-ni-kagitte-meaning/,に限って（にかぎって）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%8b%e3%81%a3%e3%81%a6%e3%81%84%e3%82%8b-ni-kakatteiru-meaning/,にかかっている,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%8b%e3%82%8f%e3%82%89%e3%81%9a-ni-kakawarazu-meaning/,に関わらず（にかかわらず）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%96%a2%e3%82%8f%e3%82%8b-%e3%81%ab%e3%81%8b%e3%81%8b%e3%82%8f%e3%82%8b-ni-kakawaru-meaning/,に関わる（にかかわる）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%91%e3%81%a6-ni-kakete-meaning/,にかけて,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%93%e3%81%a4%e3%81%91%e3%81%a6-ni-kako-tsukete-meaning/,にかこつけて,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%be%e3%81%91%e3%81%a6-ni-kamakete-meaning/,にかまけて,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b-%e3%81%ab%e9%96%a2%e3%81%97%e3%81%a6-ni-kan-suru-ni-kan-shite-meaning/,に関する / に関して（にかんする / にかんして）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%9b%a3%e3%81%8f%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%8b%e3%81%9f%e3%81%8f%e3%81%aa%e3%81%84-ni-katakunai-meaning/,に難くない（にかたくない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%82%8f%e3%81%a3%e3%81%a6-ni-kawatte-%e3%81%ab%e3%81%8b%e3%82%8f%e3%82%8a-ni-kawari-meaning/,にかわって / にかわり,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%b0%97%e3%81%8c%e3%81%a4%e3%81%8f-ni-ki-ga-tsuku-meaning/,に気がつく（にきがつく）,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%b1%ba%e3%81%be%e3%81%a3%e3%81%a6%e3%81%84%e3%82%8b-ni-kimatte-iru-meaning/,に決まっている（にきまっている）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%8a%e3%81%97%e3%81%9f%e3%81%93%e3%81%a8%e3%81%af%e3%81%aa%e3%81%84-ni-koshita-koto-wa-nai-meaning/,に越したことはない（にこしたことはない）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%bf%9c%e3%81%88%e3%81%a6-ni-kotaete-meaning/,に応えて（にこたえて）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%af%94%e3%81%b9%e3%81%a6-ni-kurabete-meaning/,に比べて（にくらべて）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%8a%a0%e3%81%88%e3%81%a6-ni-kuwaete-meaning/,に加えて（にくわえて）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%be%e3%81%a4%e3%82%8f%e3%82%8b-ni-matsuwaru-meaning/,にまつわる,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%bf%e3%81%88%e3%82%8b-%e3%81%ab%e8%a6%8b%e3%81%88%e3%82%8b-ni-mieru-meaning/,にみえる,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%9f%ba%e3%81%a5%e3%81%84%e3%81%a6-ni-motozuite-meaning/,に基づいて（にもとづいて）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%90%91%e3%81%8b%e3%81%a3%e3%81%a6-ni-mukatte-meaning/,に向かって（にむかって）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%85%a3%e3%82%8c%e3%82%8b-%e3%81%ab%e3%81%aa%e3%82%8c%e3%82%8b-ni-nareru-meaning/,に慣れる（になれる）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%89%87%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%ae%e3%81%a3%e3%81%a8%e3%81%a3%e3%81%a6-ni-nottotte-meaning/,に則って（にのっとって）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8a%e3%81%84%e3%81%a6-ni-oite-%e3%81%ab%e3%81%8a%e3%81%91%e3%82%8b-ni-okeru-meaning/,において / における,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%bf%9c%e3%81%98%e3%81%a6-ni-oujite-meaning/,に応じて（におうじて）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%9a%9b%e3%81%97%e3%81%a6-ni-saishite-meaning/,に際して（にさいして）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%85%88%e7%ab%8b%e3%81%a1-ni-sakidachi-meaning/,に先立ち（にさきだち）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%85%88%e9%a7%86%e3%81%91%e3%81%a6-%e3%81%ab%e3%81%95%e3%81%8d%e3%81%8c%e3%81%91%e3%81%a6-ni-sakigakete-meaning/,に先駆けて（にさきがけて）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%9b%e3%82%88-%e3%81%ab%e3%81%97%e3%82%8d-ni-seyo-ni-shiro-meaning/,にせよ/ にしろ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%82%8d%ef%bd%9e%e3%81%ab%e3%81%97%e3%82%8d-%e3%81%ab%e3%81%9b%e3%82%88-ni-shiro-ni-shiro-ni-seyo-meaning/,にしろ～にしろ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a7-ni-shitatte-meaning/,にしたところで / としたところで,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%81%8c%e3%81%a3%e3%81%a6-ni-shitagatte-meaning/,にしたがって,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%82%89-%e3%81%ab%e3%81%99%e3%82%8c%e3%81%b0-ni-shitara-ni-sureba-meaning/, にしたら / にすれば,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6-ni-shite-meaning/,にして,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82-ni-shite-mo-meaning/,にしても,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6%e3%81%af-ni-shite-wa-meaning/,にしては,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82%ef%bd%9e%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82-ni-shitemoni-shitemo-meaning/,にしても～にしても,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%b2%bf%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%9d%e3%81%a3%e3%81%a6-ni-sotte-meaning/,に沿って（にそって）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e7%9b%b8%e9%81%95%e3%81%aa%e3%81%84-ni-soui-nai-meaning/,に相違ない（にそういない）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%81%8e%e3%81%8e%e3%81%aa%e3%81%84-ni-suginai-meaning/,に過ぎない（にすぎない）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa-adjective-%e3%81%ab%e3%81%99%e3%82%8b-ni-suru-meaning/,にする,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%99%e3%82%8b-ni-suru-meaning/,にする,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%80%90%e3%81%88%e3%82%8b-%e3%81%ab%e8%80%90%e3%81%88%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%9f%e3%81%88%e3%82%8b-%e3%81%ab%e3%81%9f%e3%81%88%e3%81%aa%e3%81%84-ni-taeru-ni-taenai-meaning/,に耐える / に耐えない（にたえる / にたえない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%af%be%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%9f%e3%81%84%e3%81%97%e3%81%a6-ni-taishite-meaning/,に対して（にたいして）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%81%aa%e3%81%84-ni-taranai-ni-tarinai-meaning/,に足らない / に足りない（にたらない / にたりない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%8b-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%82%8b-ni-taru-ni-tariru-meaning/,に足る / に足りる（にたる / にたりる）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e7%85%a7%e3%82%89%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%a6%e3%82%89%e3%81%97%e3%81%a6-ni-terashite-meaning/,に照らして（にてらして）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a8%e3%81%a9%e3%81%be%e3%82%89%e3%81%9a-ni-todomarazu-meaning/,にとどまらず,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e4%bc%b4%e3%81%a3%e3%81%a6-ni-tomonatte-meaning/,に伴って（にともなって）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a8%e3%81%a3%e3%81%a6-ni-totte-meaning/,にとって,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6-ni-tsuite-meaning/,について,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%81%91%e3%81%a6-ni-tsuke-te-meaning/,につけ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%81%8d-ni-tsuki-meaning/,につき,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%82%8c%e3%81%a6-ni-tsurete-%e3%81%ab%e3%81%a4%e3%82%8c-ni-tsure-meaning/,につれて,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af-ni-wa-meaning/,には,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e7%84%a1%e7%90%86%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%81%af%e3%82%80%e3%82%8a%e3%81%8c%e3%81%82%e3%82%8b-ni-wa-muri-ga-aru-meaning/,には無理がある（にはむりがある）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%8f%e3%81%9f%e3%81%a3%e3%81%a6-ni-watatte-meaning/,にわたって,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%82%89%e3%81%9a-ni-yorazu-meaning/,によらず,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%82%8b%e3%81%a8-%e3%81%ab%e3%82%88%e3%82%8c%e3%81%b0-ni-yoru-to-ni-yoreba-meaning/,によると /によれば,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%81%a3%e3%81%a6-%e3%81%ab%e3%82%88%e3%82%8b-ni-yotte-ni-yoru-meaning/,によって / による ,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab-%e3%81%b8-ni-e-directional-particle-meaning/,に/へ,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%ef%bd%9e%e3%82%92%e9%87%8d%e3%81%ad%e3%81%a6-ni-o-kasanete-meaning/,に～を重ねて（に～をかさねて）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8f%e3%81%84-nikui-meaning/,にくい,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e7%a8%8b%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%82%82%e3%81%bb%e3%81%a9%e3%81%8c%e3%81%82%e3%82%8b-nimo-hodo-ga-aru-meaning/,にもほどがある,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e9%96%a2%e3%82%8f%e3%82%89%e3%81%9a-%e3%81%ab%e3%82%82%e3%81%8b%e3%81%8b%e3%82%8f%e3%82%89%e3%81%9a-nimo-kakawarazu-meaning/,にも関わらず（にもかかわらず）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e5%a2%97%e3%81%97%e3%81%a6-%e3%81%ab%e3%82%82%e3%81%be%e3%81%97%e3%81%a6-nimo-mashite-meaning/,にも増して（にもまして）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a6-nite-meaning/,にて,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e5%bd%93%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%af%e3%81%82%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-niwa-ataranai-meaning/,には当たらない（にはあたらない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae-no-possessive-particle-meaning/,の,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%a7%e3%81%97%e3%82%87%e3%81%86%e3%81%8b-no-deshou-ka-meaning/,のでしょうか,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%a7%e3%81%99-no-desu-%e3%81%ae%e3%81%a0-noda-meaning/,のです,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%8c%e4%b8%8b%e6%89%8b-%e3%81%ae%e3%81%8c%e3%81%b8%e3%81%9f-no-ga-heta-meaning/,のが下手（のがへた）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%8c%e4%b8%8a%e6%89%8b-no-ga-jouzu-%e3%81%ae%e3%81%8c%e3%81%98%e3%82%87%e3%81%86%e3%81%9a%e3%81%a7%e3%81%99-meaning/,のが上手（のがじょうず）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%8c%e5%a5%bd%e3%81%8d-no-ga-suki-%e3%81%ae%e3%81%8c%e3%81%99%e3%81%8d%e3%81%a7%e3%81%99-meaning/,のが好き（のがすき）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e8%87%b3%e3%82%8a-%e3%81%ae%e3%81%84%e3%81%9f%e3%82%8a-no-itari-meaning/,の至り（のいたり）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e6%a5%b5%e3%81%bf-no-kiwami-meaning/,の極み（のきわみ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%82%e3%82%82%e3%81%a3%e3%81%a8%e3%82%82%e3%81%a0-no-mo-motto-mo-da-meaning/,のももっともだ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e4%b8%8b%e3%81%a7-%e3%81%ae%e3%82%82%e3%81%a8%e3%81%a7-no-moto-de-meaning/,の下で（のもとで）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e4%b8%ad%e3%81%a7-no-naka-de-meaning/,の中で（のなかで）,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e4%b8%ad%e3%81%a7%e3%81%8c%e4%b8%80%e7%95%aa-%e3%81%ae%e3%81%aa%e3%81%8b%e3%81%a7%e3%81%8c%e3%81%84%e3%81%a1%e3%81%b0%e3%82%93-no-naka-de-ga-ichiban-meaning/,の中で[A]が一番（のなかで[A]がいちばん）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%aa%e3%82%93%e3%81%ae%e3%81%a3%e3%81%a6-no-nan-notte-meaning/,のなんのって,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e4%b8%8a%e3%81%a7%e3%81%af-no-ue-de-wa-meaning/,の上では（のうえでは）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89-%e3%82%82%e3%81%ae%e3%82%84%e3%82%89-%e3%81%93%e3%81%a8%e3%82%84%e3%82%89-no-yara-mono-yara-koto-yara-meaning/,のやら / ものやら / ことやら,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89%ef%bd%9e%e3%81%ae%e3%82%84%e3%82%89-no-yara-no-yara/,のやら～のやら,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%a7-node-meaning/,ので,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%bf-nomi-meaning/,のみ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%bf%e3%81%aa%e3%82%89%e3%81%9a-nominarazu-meaning/,のみならず,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%ab-noni-meaning-even-though/,のに,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%ab-noni-meaning-to-do/,のに,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%af%e3%80%9c%e3%81%a0-nowa-da-meaning/,のは〜だ,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%ac-nu-negative-verb-meaning/,ぬ,N2
https://jlptsensei.com/learn-japanese-grammar/%e6%8a%9c%e3%81%8d%e3%81%ab%e3%81%97%e3%81%a6-%e6%8a%9c%e3%81%8d%e3%81%a7-nuki-ni-shite-nuki-de-meaning/,抜きにして / 抜きで（ぬきにして/ ぬきで）,N2
https://jlptsensei.com/learn-japanese-grammar/%e6%8a%9c%e3%81%8f-nuku-meaning/,抜く（ぬく）,N2
https://jlptsensei.com/learn-japanese-grammar/%e5%be%a1-%e3%81%8a-%e3%81%94-o-go-polite-marker-particle-meaning/,お / ご,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92-wo-object-marker-meaning/,を,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e4%b8%ad%e5%bf%83%e3%81%ab-o-chuushin-ni-meaning/,を中心に（をちゅうしんに）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e8%b8%8f%e3%81%be%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b5%e3%81%be%e3%81%88%e3%81%a6-o-fumaete-meaning/,を踏まえて（をふまえて）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%81%af%e3%81%98%e3%82%81%e3%81%a8%e3%81%99%e3%82%8b-o-hajime-to-suru-meaning/,をはじめ,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%8e%a7%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b2%e3%81%8b%e3%81%88%e3%81%a6-o-hikaete-meaning/,を控えて（をひかえて）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%81%84%e3%81%84%e3%81%93%e3%81%a8%e3%81%ab-o-ii-koto-ni-meaning/,をいいことに,N1
